year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2022,Students (Iran); Women (Iran),Iran,Isfahan,Kashan,Central,Kashan,33.997,51.442,"On 26 October 2022, students from the Kashan University of Medical Sciences protested on campus in Kashan city (Isfahan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Hamadan,Hamadan,Central,Hamadan,34.799,48.515,"On 26 October 2022, students from Bu-Ali Sina University protested on campus in Hamadan city (Hamadan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Hamadan,Malayer,Central,Malayer,34.302,48.822,"On 26 October 2022, a group of students from Malayer University rallied on campus in Malayer city (Hamadan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 26 October 2022, students from Sistan and Baluchestan University protested on campus in Zahedan city (Sistan and Baluchestan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,North Khorasan,Bojnurd,Central,Bojnurd,37.475,57.329,"On 26 October 2022, a group of students from Bojnurd University of Medical Sciences rallied on campus in Bojnurd city (North Khorasan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Razavi Khorasan,Quchan,Central,Quchan,37.106,58.51,"On 26 October 2022, a group of students from Quchan University rallied on campus in Quchan city (Razavi Khorasan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 3,35.766,51.426,"On 26 October 2022, students from Al Zahra University protested on campus in Tehran - District 3 (Tehran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. Police attacked and beat the students with batons.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Kerman,Kerman,Central,Kerman,30.283,57.079,"On 26 October 2022, a group of students from Shahid Bahonar University rallied on campus in Kerman city (Kerman) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Semnan,Shahrud,Central,Shahrud,36.418,54.976,"On 26 October 2022, students from the Shahrud University of Technology protested on campus in Shahrud city (Semnan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Tehran,Shahr-e Qods,Central,Qods,35.717,51.067,"On 26 October 2022, students from the Qods branch of Azad University protested on campus in Qods city (Tehran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Women (Iran),Iran,Golestan,Gorgan,Central,Gorgan,36.843,54.444,"On 26 October 2022, protesters rallied in the streets of Gorgan city (Golestan) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Women (Iran),Iran,Kerman,Rafsanjan,Central,Rafsanjan,30.407,55.994,"On 26 October 2022, protesters rallied in the streets of Rafsanjan city (Kerman) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Women (Iran),Iran,Kurdistan,Divandarreh,Central,Divandarreh,35.914,47.024,"On 26 October 2022, protesters marched in the streets of Divandarreh city (Kurdistan) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police.",0,2022-10-26
2022,Women (Iran),Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.553,45.076,"On 26 October 2022, rioters lit fires and clashed with police in Orumiyeh city (West Azerbaijan) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Mazandaran,Babol,Central,Babol,36.551,52.679,"On 26 October 2022, students from Noshirvani University protested on campus in Babol city (Mazandaran) in observance of Mahsa Amini's chelham, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. Police disrupted the gathering and made 25 arrests.",0,2022-10-26
2022,NA,Iran,Gilan,Bandar-e-Anzali,Central,Bandar e Anzali,37.473,49.458,"On 26 October 2022, Iranian police beat and detained three young men in Bandar e Anzali city (Gilan) for participation and involvement in the nationwide protest movement.",0,2022-10-26
2022,Women (Iran),Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.496,60.863,"On 26 October 2022, amid ongoing demonstrations following the death of Mahsa Amini, rioters threw molotov cocktails at a Basij kiosk in the Jame-Jam neighborhood of Zahedan city (Sistan and Baluchestan) burning it down as a result.",0,2022-10-26
2022,NA,Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"Defusal: On 26 October 2022, Iranian intelligence officials found and neutralized a bomb placed on one of the main roads leading into Shiraz city (Fars).",0,2022-10-26
2022,Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 26 October 2022, a demonstrating crowd first marched first to the Aichi Mausoleum, then to the governor's mansion in Saqqez city (Kurdistan) to honor Mahsa Amini's chelham, the end of the 40 day mourning period in Iranian culture. As they marched, mourners chanted anti-government slogans. During the course of the demonstration, rioters clashed with police, and at one point burned down a police trailer.",0,2022-10-26
2022,Women (Iran),Iran,Kurdistan,Baneh,Central,Baneh,35.998,45.885,"On 26 October 2022, a demonstrating crowd marched from Saqqez to Baneh city (Kurdistan) to honor Mahsa Amini's chelham, the end of the 40 day mourning period in Iranian culture. Rioters lit fires in the road, and clashed with police who deployed tear gas.",0,2022-10-26
2022,Women (Iran),Iran,Kermanshah,Qasr-e-Shirin,Central,Qasr e Shirin,34.516,45.579,"On 26 October 2022, rioters clashed with police and set a bank on fire in Qasr e Shirin city (Kermanshah) chanting anti-government slogans and demanding justice for Mahsa Amini, Nika Shakerami, and those killed by the police. Police fired live rounds at the rioters, killing one person.",1,2022-10-26
2022,Women (Iran),Iran,West Azerbaijan,Mahabad,Central,Mahabad,36.75,45.723,"On 26 October 2022, rioters blocked streets following Mahsa Amini's chehelom--the 40th day of mourning in Iranian tradition--in Mahabad city (West Azerbaijan) chanting anti-government slogans and demanding justice for Mahsa Amini and those killed by the police. Police and the rioters clashed, during which two rioters died via bullet wound.",2,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 26 October 2022, several student protests were held in Shiraz city (Fars) at the campus es of Shiraz University, School of Engineering, School of Pharmacy, University of Medical Sciences, and Azad University in observance of Mahsa Amini's chehelom, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 8,35.725,51.491,"On 26 October 2022, people rallied in the streets of the Tehran Pars neighborhood of Tehran - District 8 (Tehran) in observance of Mahsa Amini's Chehelom, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. A group of people started a fire on the highway.",0,2022-10-26
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 12,35.681,51.429,"On 26 October 2022, protesters rallied in the Tehran Bazaar in Tehran - District 12 (Tehran) in observance of Mahsa Amini's chehelom, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. Police dispersed the protesters using riot-control methods.",0,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 26 October 2022, students from Gilan University and the Rasht branch of Azad University protested on their campuses in Rasht city (Gilan) in observance of Mahsa Amini's chehelom, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans.",0,2022-10-26
2022,Health Workers (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 26 October 2022, doctors and other health workers gathered in front of the Medical Council building in Tehran - District 6 (Tehran) as part of the ongoing protests trigged by the death of Mahsa Amini in police custody. Protesters condemned police violence towards children and women. Police forces attacked and fired tear gas and rubber bullets at the gathering, killing one of the doctors as a result.",1,2022-10-26
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 26 October 2022, students gathered to protest on the campus of Tehran University, College of Engineering campus and Tarbiat Modares University in Tehran - District 6 (Tehran) in observance of Mahsa Amini's chehelom, the traditional end of the 40 day mourning period in Iran. As they gathered they chanted anti-government slogans. Security forces surrounded the Tehran University campus and forbade anybody from entering or leaving, then fired tear gas at the protesters. At Tarbiat Modares University, Police attacked and beat the students with batons.",0,2022-10-26
2022,Women (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 26 October 2022, following the observance of Mahsa Amini's chehelom--the 40th day of mourning in Iranian tradition--rioters blocked streets and clashed with police in Tabriz city (East Azerbaijan) chanting anti-government slogans and demanding justice for Mahsa Amini and those killed by the police. On 2 November, reports emerged of the death of a demonstrator during a previous rally, who was the son of a high-ranking local IRGC member.",1,2022-10-26
2022,Women (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 26 October 2022, following the observance of Mahsa Amini's chehelom--the 40th day of mourning in Iranian tradition--rioters threw stones and clashed with police in Arak city (Markazi) chanting anti-government slogans and demanding justice for Mahsa Amini and those killed by the police. During the course of the riot, one person died.",1,2022-10-26
2022,Women (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 26 October 2022, rioters clashed with police in Rasht city (Gilan) as part of the ongoing demonstrations related to the death of Mahsa Amini. During the course of the riot, a nurse was injured by police officers and died of her injuries.",1,2022-10-26
2022,Women (Iran),Iran,Tehran,Robat-Karim,Central,Parand,35.472,50.975,"On 26 October 2022, rioters clashed with police in the streets of Parand city (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini. During the riots, a young man was shot and killed. Some sources claim he was killed by plainclothes police, while government sources claim he was Basij and was killed in the course of his duties.",1,2022-10-26
