Laurel Crime Reports,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Date,Classification ,Location ,Summary,,,,,,,,,,
,10/16/21,THEFT REPORT,1000 Blk Fairlawn St,Money was stolen out of a wallet.,,,,,,,,,,
,10/17/21,Theft From Auto,800 Blk Gorman Ave Eb,The victim's purse was stolen of  their vehicle.,,,,,,,,,,
,10/17/21,Theft From Auto,14200 Blk Laurel Park Dr,The victims' vehicle was broken into and items were stolen.,,,,,,,,,,
,10/17/21,THEFT FROM AUTO,9600 Blk Fort Meade Rd Wb,A wallet was stolen out of the victim's vehicle.,,,,,,,,,,
,10/19/21,VANDALISM,800 Blk Kay Ct,The victim's vehicle was spray painted on.,,,,,,,,,,
,10/21/21,Recovered Stolen Vehicles,Green Hill Ave / Eighth St,Two stolen vehicles were recovered in result of an accident.,,,,,,,,,,
,10/21/21,THEFT REPORT,1100 Blk Patuxent Greens Dr,Water heaters were stolen.,,,,,,,,,,
,10/21/21,THEFT REPORT,300 Blk Washington Blvd Sb,A wallet was stolen.,,,,,,,,,,
,10/22/21,CONTROLLED SUBSTANCES RECOVERED,14600 Blk Baltimore Ave Nb,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,10/22/21,VANDALISM,300 Blk Washington Blvd Sb,Front door glass was shattered.,,,,,,,,,,
,10/23/21,DUI Arrest,300 Blk Second St Nb,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/23/21,DUI Arrest,Washington Blvd Sb / Talbott Ave Wb,A female was arrested for driving under the influence.,,,,,,,,,,
,10/24/21,THEFT FROM AUTO,14900 Blk Baltimore Ave Sb,The victim's vehicle window was smashed open and a purse was stolen.,,,,,,,,,,
,10/24/21,THEFT FROM AUTO,9100 Blk Scott Adam Ct ,A wallet and legal documents were stolen from the victim's vehicle.,,,,,,,,,,
,10/24/21,THEFT FROM AUTO,100 Blk Second St Nb,A purse was stolen from the victim's vehicle.,,,,,,,,,,
,10/25/21,CONTROLLED SUBSTANCES RECOVERED,1 Blk Second St Nb,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,10/25/21,THEFT FROM AUTO,15800 Blk Millbrook Ln,Documents were stolen from the victim's vehicle.,,,,,,,,,,
,10/25/21,SHOPLIFTING,15100 Blk Baltimore Ave Sb,A male was observed shoplifting and fled the scene.,,,,,,,,,,
,10/26/21,DUI Arrest,1000 Blk Montrose Ave,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/26/21,THEFT REPORT,6500 Blk Clubhouse Dr,Home appliances were stolen. ,,,,,,,,,,
,10/26/21,THEFT REPORT,16000 Blk Dorset Rd,A package was stolen.,,,,,,,,,,
,10/26/21,THEFT REPORT,14700 Blk Baltimore Ave Sb,Four individuals were observed stealing several items and fled the scene.,,,,,,,,,,
,10/26/21,THEFT FROM AUTO,100 Blk Bowie Rd,A purse was stolen from the victim's vehicle.,,,,,,,,,,
,10/26/21,Burglary,800 Blk Karen Ct ,Two individuals broke into a home.,,,,,,,,,,
,10/26/21,Theft from Auto,15100 Blk Baltimore Ave ,A tag was stolen off of the victim's vehicle. ,,,,,,,,,,
,10/27/21,THEFT REPORT,14700 Blk Baltimore Ave Sb,Cellphones were stolen from a display case.,,,,,,,,,,
,10/27/21,THEFT FROM AUTO,100 Blk Bowie Rd,A tag was stolen off of the victim's vehicle. ,,,,,,,,,,
,10/27/21,Theft,600 Blk Seventh St,A male was observed stealing food and fled the scene.,,,,,,,,,,
,10/27/21,Non-Contact Shooting,1000 Blk Harrison Dr,Shots were fired in a carjacking attempt.,,,,,,,,,,
,10/28/21,THEFT REPORT,6900 Blk Van Dusen Rd,Cartons of cigarettes were stolen.,,,,,,,,,,
,10/28/21,THEFT FROM AUTO,8400 Blk Ashford Blvd,All four tires were stolen off of the victim's vehicle. ,,,,,,,,,,
,10/28/21,THEFT FROM AUTO,14700 Blk Philip Ct,The catalytic converter was stolen off of the victim's vehicle. ,,,,,,,,,,
,10/28/21,Stolen Vehicle Tag,400 Blk Marshall Ct,A tag was stolen off of the victim's vehicle. ,,,,,,,,,,
,10/28/21,Armed Robbery,14800 Blk Baltimore Ave Sb,The victim was robbed at gunpoint by two suspects. ,,,,,,,,,,
,10/29/21,SHOPLIFTING,14700 Blk Baltimore Ave Sb,Two males were observed stealing clothes and fled the scene.,,,,,,,,,,
,10/31/21,CONTROLLED SUBSTANCES RECOVERED,Van Dusen Rd / Cherry Ln,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,10/31/21,DUI Arrest,100 Blk Second St Nb,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/31/21,DUI Arrest,Fairlawn Ave / Compton Ave,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/31/21,CONTROLLED SUBSTANCES RECOVERED,14900 Blk Cherrywood Dr,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,9/14/21,THEFT REPORT,800 Blk Fifth St.,The victim's wallet was stolen.,,,,,,,,,,
,9/14/21,THEFT REPORT,7900 Blk Laurel Lakes Ct.,Money was stolen from the victim's apartment.,,,,,,,,,,
,9/16/21,DUI Arrest,14800 Blk Baltimore Ave.,A male was arrested for driving under the influence.,,,,,,,,,,
,9/16/21,THEFT REPORT,900 Blk Carroll Ave,Money was stolen from the victim's apartment.,,,,,,,,,,
,9/16/21,STOLEN VEHICLE,15700 Blk Dorset Rd.,Red Hyundai Santa Fe.,,,,,,,,,,
,9/17/21,BREAK IN AND THEFT,7800 Blk Contee Rd. ,Entry was forced into the victim's apartment while no one was home and several tools were stolen. ,,,,,,,,,,
,9/17/21,THEFT FROM AUTO,14700 Blk Normandy Ct.,The rear tag was stolen from the victim's vehicle. ,,,,,,,,,,
,9/18/21,TAMPERING REPORT,300 Blk Laurel Ave.,Two individuals were observed attempting to break into several vehicles. ,,,,,,,,,,
,9/20/21,THEFT REPORT,300 Blk Domer St.,A generator was stolen.,,,,,,,,,,
,9/20/21,THEFT REPORT,400 Blk Montgomery St.,A necklace was stolen.,,,,,,,,,,
,9/22/21,DUI Arrest,Gorman Ave Eb / Van Dusen Rd.,A male was arrested for driving under the influence and controlled substances were recovered from his vehicle.,,,,,,,,,,
,9/23/21,THEFT REPORT,14700 Blk Baltimore Ave. ,Clothing was stolen.,,,,,,,,,,
,9/24/21,THEFT FROM AUTO,9400 Blk Spring House Ln,Tools were stolen from the victims vehicle. ,,,,,,,,,,
,9/24/21,THEFT REPORT,100 Blk Bowie Rd,Clothing was stolen.,,,,,,,,,,
,9/25/21,TRESPASSING COMPLAINT,100 Blk Lyons Creek Dr,An unknown person attempted to force entry into the victim's home.,,,,,,,,,,
,9/26/21,DUI  Arrest,Gorman Ave Eb / Washington Blvd ,A male was arrested for driving under the influence. ,,,,,,,,,,
,9/26/21,THEFT REPORT,600 Blk Washington Blvd,A customer fled the scene before paying for services.,,,,,,,,,,
,9/27/21,THEFT REPORT,Mulberry St / Bowsprit Ln,A water jet was stolen off of the victim's vehicle.,,,,,,,,,,
,9/28/21,THEFT FROM AUTO,9600 Blk Fort Meade Rd ,Two vehicles were broken into and purses were stolen.,,,,,,,,,,
,9/28/21,THEFT FROM AUTO,14700 Blk Baltimore Ave ,The victim's vehicle was broken into and electronics were stolen.,,,,,,,,,,
,9/28/21,THEFT REPORT,14900 Blk Belle Ami Dr,A bike was stolen off of the victim's porch.,,,,,,,,,,
,9/28/21,THEFT FROM AUTO,15300 Blk Alan Dr,A tag was stolen off of the victim's vehicle.,,,,,,,,,,
,9/28/21,THEFT REPORT,14700 Blk Baltimore Ave ,Clothing was stolen.,,,,,,,,,,
,9/28/21,THEFT REPORT,14700 Blk Baltimore Ave ,Clothing was stolen.,,,,,,,,,,
,9/28/21,DUI Arrest,14700 Blk Baltimore Ave,A female was arrested for driving under the influence.,,,,,,,,,,
,9/28/21,CONTROLLED SUBSTANCES RECOVERED,1000 Blk Washington Blvd,Controlled substances were recovered during a routine patrol.,,,,,,,,,,
,9/29/21,THEFT FROM AUTO,14300 Blk Wicklow Ln,Tags were stolen off of the victim's vehicle.,,,,,,,,,,
,9/30/21,SHOPLIFTING  REPORT,9600 Blk Fort Meade Rd,A female was observed shoplifting.,,,,,,,,,,
,9/30/21,DUI  Arrest,Fort Meade Rd Eb / Irving ,A female was arrested for driving under the influence.,,,,,,,,,,
,10/1/21,DUI Arrest,9100 Blk Scott Adam Ct,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/1/21,THEFT REPORT,800 Blk Fifth St,A scooter was stolen.,,,,,,,,,,
,10/2/21,THEFT FROM AUTO,7800 Blk Contee Rd ,The victim's vehicle was broken into .,,,,,,,,,,
,10/3/21,DUI Arrest,15100 Blk Baltimore Ave ,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/3/21,TAMPERING REPORT,800 Blk Kay Ct,A male attempted to break into several vehicles.,,,,,,,,,,
,10/3/21,DUI Arrest,Tenth St / Gorman Ave,A male was arrested for driving under the influence. ,,,,,,,,,,
,10/3/21,SHOOTING,14900 Blk Fourth St.,A firearm went off into a residence due to negligence.,,,,,,,,,,
,10/4/21,BREAK IN REPORT,8200 Blk Harvest Bend Ln.,An unknown person broke into the victim's home  and threatened them. Nothing was taken and there were no injuries. ,,,,,,,,,,
,10/4/21,THEFT REPORT,14200 Blk Baltimore Ave.,A purse was stolen.,,,,,,,,,,
,10/4/21,STOLEN VEHICLE,100 Blk Bryan Ct.,Tan Nissan Altima.,,,,,,,,,,
,10/4/21,VANDALISM,14300 Blk Bowsprit Ln.,Paint was poured onto the victim's vehicle.,,,,,,,,,,
,10/6/21,THEFT REPORT,1100 Blk Patuxent Greens Dr.,Locks were stolen from a construction site.,,,,,,,,,,
,10/6/21,THEFT FROM AUTO,8300 Blk Ashford Blvd.,The victim's vehicle was broken into and several items were stolen.,,,,,,,,,,
,10/6/21,THEFT REPORT,13600 Blk Baltimore Ave.,Several merchandise items were stolen.,,,,,,,,,,
,10/6/21,THEFT FROM AUTO,26 C St.,Tags were stolen off of the victim's vehicle.,,,,,,,,,,
,10/6/21,THEFT REPORT,14160 Blk Baltimore Ave.,A male was observed stealing a laptop.,,,,,,,,,,
,10/6/21,ASSAULT,220 Blk Gorman Ave.,An employee was assaulted by a customer who fled the scene.,,,,,,,,,,
,10/6/21,THEFT FROM AUTO,7850 Blk Contee Rd.,The victim's vehicle was broken into and money was stolen.,,,,,,,,,,
,10/6/21,THEFT FROM AUTO,7820 Blk Contee Rd.,The victim's vehicle was broken into and several items were stolen.,,,,,,,,,,
,10/6/21,THEFT,9600 Blk Fort Meade Rd.,Packs of cigarettes were stolen.,,,,,,,,,,
,10/7/21,THEFT FROM AUTO,14210 Blk Oxford Dr.,A tag was stolen off of the victim's vehicle.,,,,,,,,,,
,10/7/21,THEFT REPORT,14620 Blk Baltimore Ave.,A package was stolen.,,,,,,,,,,
,10/8/21,DUI  Arrest,Gorman Ave Eb / Ninth St.,A male was arrested for driving under the influence.,,,,,,,,,,
,10/8/21,THEFT REPORT,7710 Blk Erica Ln.,A TV was stolen.,,,,,,,,,,
,10/8/21,Theft from Auto,7800  Blk Contee Rd.,The victim's vehicle was broken into and a phone was stolen.,,,,,,,,,,
,10/9/21,DUI  Arrest,14900 Blk Fourth St.,A female was arrested for driving under the influence.,,,,,,,,,,
,10/9/21,DUI  Arrest,Gorman Ave Eb / Van Dusen Rd.,A male was arrested for driving under the influence.,,,,,,,,,,
,10/10/21,DUI  Arrest,Second St Nb / Talbott Ave.,A male was arrested for driving under the influence.,,,,,,,,,,
,8/18/21,THEFT REPORT,300 Blk Montrose Ave,A skimmer was found on an atm.,,,,,,,,,,
,8/20/21,THEFT FROM AUTO,14600 Blk Baltimore Ave,A backpack was stolen from the victim's vehicle.,,,,,,,,,,
,8/20/21,THEFT REPORT,200 Blk Fort Meade Rd,A wallet was stolen from the victim.,,,,,,,,,,
,8/20/21,SHOPLIFTING,15100 Blk Baltimore Ave,A male was arrested for shoplifting.,,,,,,,,,,
,8/21/21,DUI  ARREST,Fort Meade Rd Wb / Nb Second St,A male was arrested for driving under the influence.,,,,,,,,,,
,8/21/21,DUI  ARREST,14800 Blk Baltimore Ave Nb,A male was arrested for driving under the influence.,,,,,,,,,,
,8/22/21,DUI  ARREST,Washington Blvd Sb / Compton Ave,A male was arrested for driving under the influence.,,,,,,,,,,
,8/22/21,ASSAULT AND THEFT,9100 Blk Scott Adam Ct ,The victim was assaulted by three males and robbed of his wallet.,,,,,,,,,,
,8/23/21,THEFT REPORT,14800 Blk Baltimore Ave ,A wallet was stolen from the victim.,,,,,,,,,,
,8/24/21,THEFT FROM AUTO,14700 Blk Fourth St,Two laptops were stolen from the victim's vehicle.,,,,,,,,,,
,8/27/21,STOLEN VEHICLE,9100 Blk Huntington Ct,A Gray Toyota Camry was stolen.,,,,,,,,,,
,8/28/21,DUI  ARREST,Gorman Ave Eb / Second St,A male was arrested after driving under the influence and causing an accident.,,,,,,,,,,
,8/28/21,DUI ARREST,15000 Blk Baltimore Ave ,A female was arrested for driving under the influence.,,,,,,,,,,
,8/28/21,VANDALISM,14000 Blk Vista Dr,The tires of the victim's vehicle were slashed by an unknown person.,,,,,,,,,,
,8/29/21,DUI ARREST,Sandy Spring Rd / Van Dusen Rd ,A male was arrested for driving under the influence.,,,,,,,,,,
,8/29/21,DUI  ARREST,9100 Blk Marshall Ave,A male was arrested for driving under the influence.,,,,,,,,,,
,8/29/21,VANDALISM,14100 Blk West Side Blvd ,The tires of the victim's vehicle were slashed by an unknown person.,,,,,,,,,,
,8/30/21,THEFT FROM AUTO,14300 Blk Bowsprit Ln,A tag was stolen from the victim's vehicle.,,,,,,,,,,
,8/30/21,THEFT FROM AUTO,7050 Blk Fairlawn Ave,Money was stolen out of the victim's vehicle.,,,,,,,,,,
,8/30/21,STOLEN VEHICLE,1 Blk Main St,A Black Ford Explorer was stolen.,,,,,,,,,,
,8/31/21,RECOVERED CONTROLLED SUBSTANCES,Bowie Rd / Marshall Ave,Controlled substance were recovered during a traffic stop and the driver was arrested.,,,,,,,,,,
,9/2/21,THEFT FROM AUTO,1100 Blk Patuxent Greens Dr,Tools were stolen out of the victim's vehicle.,,,,,,,,,,
,9/2/21,STOLEN VEHICLE,300 Blk Washington Blvd ,Gray Dodge Charger.,,,,,,,,,,
,9/2/21,THEFT REPORT,800 Blk Fifth St,Medication was stolen out of the victim's vehicle.,,,,,,,,,,
,9/2/21,VANDALISM,800 Blk Fifth St,A police vehicle was vandalized. ,,,,,,,,,,
,9/5/21,ARMED PERSON,200 Blk Fort Meade Rd Wb,A male attempted to stab two individuals.,,,,,,,,,,
,9/6/21,BREAK IN REPORT,14100 Blk Baltimore Ave ,A male broke into a business through a rear door.,,,,,,,,,,
,9/6/21,BREAK IN REPORT,9600 Blk Fort Meade Rd ,A male broke into a business through the roof.,,,,,,,,,,
,9/6/21,HIT AND RUN ARREST,Washington Blvd Sb / Main St,"A male Feld from a hit and run, was located and arrested.",,,,,,,,,,
,9/11/21,STOLEN VEHICLE,200 Blk Fort Meade Rd ,Gray Volkswagen Jetta.,,,,,,,,,,
,9/12/21,DUI ARREST,Second St Nb / Talbott Ave ,A male was arrested for driving under the influence.,,,,,,,,,,
,9/12/21,THEFT REPORT,300 Blk Domer Ave,A generator was stolen.,,,,,,,,,,
,9/13/21,THEFT REPORT,14100 Blk Baltimore Ave Sb,A Microsoft Surface Tablet was stolen.,,,,,,,,,,
,9/13/21,VANDALISM,9100 Blk Scott Adam Ct ,The rear window was broken to the victim's vehicle by and unknown person.,,,,,,,,,,
,9/13/21,THEFT REPORT,14600 Blk Laurel Pl,Customers left without paying their bill.,,,,,,,,,,
,6/29/21,VANDALISM,9300 Blk Palmer Pl,The windows were smashed to the victim's vehicle. ,,,,,,,,,,
,6/29/21,FRAUD,500 Blk Washington Blvd Sb,A male was arrested for attempting to purchase an item with fraudulent information.,,,,,,,,,,
,6/29/21,THEFT FROM AUTO,14100 Blk West Side Blvd,An air mattress was stolen from the victim's vehicle.,,,,,,,,,,
,6/30/21,STOLEN VEHICLE,7500 Blk Woodbine Dr,Black Chevy Equinox.,,,,,,,,,,
,7/1/21,VANDALISM,14500 Blk Cambridge Cir,The rear window to the victim's vehicle was smashed out.,,,,,,,,,,
,7/1/21,THEFT FROM AUTO,Sandy Spring Rd / Van Dusen Rd Nb,The catalytic converter was stolen out of the victim's vehicle.,,,,,,,,,,
,7/2/21,THEFT FROM AUTO,8300 Blk Cherry Ln Eb,A window was broken to the victim's vehicle and a purse was stolen.,,,,,,,,,,
,7/2/21,DUI ARREST,14800 Blk Ashford Ct,A female was arrested for driving under the influence. ,,,,,,,,,,
,7/2/21,TTHEFT REPORT,7800 Blk Contee Rd ,The victim came home to several of their items missing.,,,,,,,,,,
,7/2/21,THEFT REPORT,14600 Blk Laurel Pl,A purse was stolen.,,,,,,,,,,
,7/3/21,THEFT FROM AUTO,800 Blk Washington Blvd Sb,A backpack and wallet were stolen from the victim's vehicle.,,,,,,,,,,
,7/7/21,THEFT FROM AUTO,1 Blk Fahms Ave,Paintings were stolen from the victim's vehicle.,,,,,,,,,,
,7/7/21,THEFT REPORT,14100 Blk Baltimore Ave Sb,Five phones were stolen.,,,,,,,,,,
,7/7/21,THEFT REPORT,14300 Blk Baltimore Ave Sb,Tools were stolen.,,,,,,,,,,
,7/7/21,THEFT REPORT,300 Blk Second St Nb,An individual fled the scene without paying for services. ,,,,,,,,,,
,7/7/21,ASSAULT,14600 Blk Laurel Pl,A male was stabbed and sustained non-life threatening injuries to the back.,,,,,,,,,,
,7/8/21,THEFT FROM AUTO,14400 Blk Laurel Pl,Airbags and tires were stolen from the victim's vehicle.,,,,,,,,,,
,7/8/21,THEFT FROM AUTO,7800 Blk Contee Rd ,The driver side window was smashed and airbags were stolen.,,,,,,,,,,
,7/8/21,THEFT FROM AUTO,7800 Blk Contee Rd,The driver side window was smashed and airbags were stolen.,,,,,,,,,,
,7/8/21,THEFT FROM AUTO,100 Blk Bowie Rd,Car batteries were stolen out of four work trucks. ,,,,,,,,,,
,7/8/21,THEFT FROM AUTO,1 Blk Second St Nb,The catalytic converter was stolen out of a work vehicle.,,,,,,,,,,
,7/8/21,THEFT FROM AUTO,800 Blk Fifth St,The rear tag was stolen off of the victim's vehicle.,,,,,,,,,,
,7/8/21,THEFT REPORT,14500 Blk Greenview Dr,Materials were stolen from a job site. ,,,,,,,,,,
,7/9/21,STOLEN VEHICLE,14700 Blk Fourth St ,Red Toyota Scion.,,,,,,,,,,
,7/9/21,THEFT REPORT,800 Blk Washington Blvd Sb,A purse and wallet were stolen.,,,,,,,,,,
,7/9/21,THEFT FROM AUTO,14200 Blk West Side Blvd,A phone and wallet were stolen from the victim's vehicle.,,,,,,,,,,
,7/9/21,THEFT REPORT,14800 Blk Baltimore Ave Sb,A wallet was stolen.,,,,,,,,,,
,7/9/21,THEFT FROM AUTO,800 Blk Fifth St,The victim's vehicle was broken into and a laptop and several high value fashion items were stolen.,,,,,,,,,,
,7/10/21,THEFT FROM AUTO,7600 Blk East Arbory Ct,Tools were stolen from the victim's vehicle.,,,,,,,,,,
,7/10/21,THEFT ARREST,14800 Blk Baltimore Ave Sb,A female was arrested for shoplifting.,,,,,,,,,,
,7/10/21,ASSAULT ARREST,14700 Blk Baltimore Ave Sb,A male was arrested for assault.,,,,,,,,,,
,7/11/21,DUI ARREST,Van Dusen Rd / Laurel Oaks Ln,A male was arrested for driving under the influence. ,,,,,,,,,,
,7/11/21,STOLEN VEHICLE,800 Blk Fifth St,Silver Mercedes E430.,,,,,,,,,,
,7/11/21,THEFT FROM AUTO,800 Blk Eighth St ,Tools were stolen from the victim's vehicle.,,,,,,,,,,
,7/11/21,STOLEN VEHICLE,800 Blk Montrose Ave,Two ATV's were stolen from the victim's backyard.,,,,,,,,,,
,7/12/21,VANDALISM,100 Blk Woodland Ct,The rear window to the victim's vehicle was broken with a hammer.,,,,,,,,,,
,7/12/21,ARMED ROBBERY,7100 Blk Virginia Manor Ct,An armored truck security guard was robbed at gun point and the suspect fired a single shot at the victim. There were no injuries,,,,,,,,,,
,7/12/21,THEFT REPORT,200 Blk Fort Meade Rd Eb,A package was stolen.,,,,,,,,,,
,7/13/21,PEDESTRIAN STRUCK,100 Blk Bowie Rd,A juvenile was struck by a vehicle and transported to the hospital with minor injuries.,,,,,,,,,,
,7/13/21,THEFT FROM AUTO,300 Blk Montrose Ave,Tools were stolen out of the victim's vehicle.,,,,,,,,,,
,7/13/21,THEFT FROM AUTO,800 Blk Fifth St,Tools were stolen out of the victim's vehicle.,,,,,,,,,,
,7/13/21,THEFT FROM AUTO,14700 Blk Baltimore Ave Nb,The catalytic converter was stolen off of the victim's vehicle.,,,,,,,,,,
,7/14/21,NARCOTICS ARREST,Gorman Ave Eb / Second St Nb,A  male was arrested for possessing controlled substances.,,,,,,,,,,
,7/14/21,PEDESTRIAN STRUCK,50 Blk Fort Meade Rd Wb,A pedestrian was struck and transported to the hospital with non-life threatening injuries.,,,,,,,,,,
,7/15/21,THEFT REPORT,14700 Blk Baltimore Ave Sb,A female took items and fled from the store.,,,,,,,,,,
,7/15/21,VANDALISM,15800 Blk Millbrook Ln,A large rock was throw into the window shield of the victim's vehicle.,,,,,,,,,,
,7/16/21,VANDALISM,1000 Blk Harrison Dr,The window to a work van was broken. ,,,,,,,,,,
,7/16/21,STOLEN VEHICLE,14800 Blk Fourth St,Silver Toyota Yaris.,,,,,,,,,,
,7/16/21,THEFT REPORT,14600 Blk Baltimore Ave Nb,A wallet was stolen from the victim's vehicle.,,,,,,,,,,
,7/16/21,THEFT FROM AUTO,10 Blk Washington Blvd Sb,Several items were stolen from the victim's vehicle.,,,,,,,,,,
,7/16/21,THEFT REPORT,13600 BlkBaltimore Ave Sb ,A mounted tablet was stolen.,,,,,,,,,,
,7/17/21,THEFT REPORT,14600 Blk Baltimore Ave Nb,A TV was stolen.,,,,,,,,,,
,7/18/21,SHOOTING,800 Blk Lafayette Ave,An unknown person was observed firing shots out of a vehicle. There were no injuries.,,,,,,,,,,
